id,question
885,How serious is a perforated eardrum?
886,How serious is a pilonidal sinus?
887,How serious is a Pseudomonas?
888,How serious is a seizure?
889,How serious is a slipped disc?
890,How serious is a staph infection?
891,How serious is a stone in the bladder?
892,How serious is a subdural hematoma?
893,How serious is a whitlow?
894,How serious is acute lymphoblastic leukemia?
895,How serious is acute pancreatitis?
896,How serious is an acoustic neuroma?
897,How serious is an aneurysm on the brain?
898,How serious is an undescended testicle?
899,How serious is aortic stenosis?
900,How serious is atrial fibrillation?
901,How serious is blepharitis?
902,How serious is bronchiectasis?
903,How serious is cancer in the liver?
904,How serious is cancer of the prostate?
905,How serious is cardiomyopathy?
906,How serious is coeliac disease?
907,How serious is Crohn disease?
908,How serious is encephalitis?
909,How serious is gallbladder cancer?
910,How serious is glandular fever?
911,How serious is gout?
912,How serious is having gallstones?
913,How serious is hematuria?
914,How serious is hemochromatosis?
915,How serious is hepatitis A?
916,How serious is IPF?
917,How serious is lichen planus?
918,How serious is melanoma skin cancer?
919,How serious is myasthenia gravis?
920,How serious is newborn jaundice?
921,How serious is NF1?
922,How serious is non alcoholic fatty liver disease?
923,How serious is non-Hodgkin\'s lymphoma?
924,How serious is pelvic organ prolapse?
925,How serious is postmenopausal bleeding?
926,How serious is pulmonary hypertension?
927,How serious is rectal bleeding?
928,How serious is septic arthritis?
929,How serious is the measles?
930,How serious is urticaria?
931,How serious is venous thrombosis?
932,How serious is von Willebrand disease?
933,How serious is whooping cough?
934,How serious is yellow fever?
935,How serious is Zika virus?
936,How should a cut or graze be cared for?
937,How should you sleep with restless legs?
938,How soon after a cut should you get a tetanus shot?
939,How soon do toxic shock syndrome symptoms appear tampon?
940,How TB is caused?
941,How Zika virus is caused?
942,Is 100.2 a fever?
943,Is 37.7 a high temperature?
944,Is a brain stem injury fatal?
945,Is a cholesteatoma cancerous?
946,Is a cleft palate life threatening?
947,Is a dental abscess an emergency?
948,Is a drooping eyelid serious?
949,Is a fast heart beat serious?
950,Is a malformation a disability?
951,Is a malignant brain tumor cancer?
952,Is a metallic taste in the mouth serious?
953,Is a molar pregnancy a baby?
954,Is a popliteal cyst the same as a Baker\'s cyst?
955,Is a priapism painful?
956,Is a quinsy life threatening?
957,Is a quinsy throat contagious?
958,Is a retinal detachment serious?
959,Is a retinal migraine an emergency?
960,Is a sore tongue anything to worry about?
961,Is a staph infection an STD?
962,Is a stye caused by stress?
963,Is a subarachnoid bleed a stroke?
964,Is a transient ischemic attack serious?
965,Is a tremor serious?
966,Is a wheeze serious?
967,Is acute cholecystitis an emergency?
968,Is acute lymphoblastic leukemia considered cancer?
969,Is Addison\'s disease curable?
970,Is Addison\'s disease fatal?
971,Is AKI life threatening?
972,Is AMD the same as macular degeneration?
973,Is an underactive thyroid serious?
974,Is angina very serious?
975,Is angioedema serious?
976,Is arrhythmia a serious heart condition?
977,Is arrhythmia same as abnormal heart beat?
978,Is atherosclerosis a serious condition?
979,Is atopic eczema curable?
980,Is bad breath curable?
981,Is balanitis is a STD?
982,Is BDD a disease?
983,Is BDD the same as body dysmorphia?
984,Is bed-wetting a psychological problem?
985,Is Behcet\'s an autoimmune disease?
986,Is Behcet\'s disease an STD?
987,Is being a hoarder a mental illness?
988,Is Bell\'s palsy caused by stress?
989,Is Bell\'s palsy like a mini stroke?
990,Is benign brain tumor curable?
991,Is benign prostate enlargement curable?
992,Is bile duct cancer considered liver cancer?
993,Is bladder cancer usually curable?
994,Is bleeding after menopause an emergency?
995,Is blood in phlegm serious?
996,Is blood in the urine serious?
997,Is Bowens disease curable?
998,Is BPD a major mental illness?
999,Is brain cancer and brain tumor the same?
1000,Is brain stem death same as brain death?
1001,Is breast abscess serious?
1002,Is breast cancer in men fatal?
1003,Is bronchiolitis a RSV?
1004,Is bronchiolitis extremely contagious?
1005,Is brucellosis contagious?
1006,Is bullous pemphigoid an autoimmune disease?
1007,Is C. diff extremely contagious?
1008,Is cancer in the kidney serious?
1009,Is cancer of the eye curable?
1010,Is cancer of the eye serious?
1011,Is cancer of the liver curable?
1012,Is cancer of the sinus curable?
1013,Is carcinoid syndrome a neuroendocrine tumor?
1014,Is carcinoid the same as NET?
1015,Is cartilage damage serious?
1016,Is cervical cancer usually curable?
1017,Is cervical cancer very serious?
1018,Is CFS a lifelong disease?
1019,Is CFS a mental illness?
1020,Is chickenpox a virus or infection?
1021,Is chickenpox an STD?
1022,Is chilblains an autoimmune disorder?
1023,Is chilblains caused by stress?
1024,Is choriocarcinoma a gestational trophoblastic disease?
1025,Is chronic kidney disease a serious illness?
1026,Is cirrhosis always fatal?
1027,Is CJD mad cow disease?
1028,Is cleft lip a disability?
1029,Is cleft lip hereditary?
1030,Is Clostridium difficile serious?
1031,Is club foot related to Down syndrome?
1032,Is clubfoot genetic?
1033,Is CMT a form of MS?
1034,Is colitis very serious?
1035,Is color deficiency and color blindness the same?
1036,Is COPD a life threatening?
1037,Is costochondritis caused by stress?
1038,Is cradle cap painful for babies?
1039,Is Crohn disease an STD?
1040,Is croup very contagious?
1041,Is CRPS considered a permanent disability?
1042,Is Cushing syndrome curable?
1043,Is Cushing syndrome serious?
1044,Is cystic fibrosis is curable?
1045,Is cystic fibrosis usually fatal?
1046,Is dandruff a fungus?
1047,Is dark urine healthy?
1048,Is DCD a form of autism?
1049,Is Delayed urination normal?
1050,Is depression a clinical issue?
1051,Is dermatomyositis the same as myositis?
1052,Is diabetes insipidus serious?
1053,Is diabetes type 1 Serious?
1054,Is Diabetes Type 2 serious?
1055,Is difficulty learning a disability?
1056,Is discoid eczema a fungal infection?
1057,Is diverticular disease serious?
1058,Is double vision a serious symptom?
1059,Is dry mouth a serious problem?
1060,Is dry mouth a serious problem?
1061,Is dyslexia a disorder or a disability?
1062,Is dyslexia a form of autism?
1063,Is dyspraxia a developmental disability?
1064,Is dystonia always Parkinson\'s?
1065,Is ectropion surgery painful?
1066,Is endometriosis a serious thing?
1067,Is epidermolysis bullosa painful?
1068,Is epilepsy very serious?
1069,Is erythema nodosum an autoimmune disease?
1070,Is erythema nodosum life threatening?
1071,Is essential tremor a progressive disease?
1072,Is every white patch is vitiligo?
1073,Is fibromyalgia a serious illness?
1074,Is flashes in eye serious?
1075,Is Flat foot a disability?
1076,Is flat head can be corrected?
1077,Is flatulence a fart?
1078,Is foot drop an emergency?
1079,Is gangrene a painful death?
1080,Is gastroparesis a serious disease?
1081,Is genital herpes serious?
1082,Is giant cell arteritis a serious condition?
1083,Is glaucoma very serious?
1084,Is glue an ear infection?
1085,Is glue ear a medical condition?
1086,Is gritty eyes a symptom of Covid?
1087,Is GTN and choriocarcinoma same?
1088,Is H1N1 the same as swine flu?
1089,"Is hand, foot, and mouth disease contagious to adults?"
1090,Is having Bell\'s palsy serious?
1091,Is head and neck cancer survival rate?
1092,Is health anxiety the same as hypochondria?
1093,Is hematuria an emergency?
1094,Is hemophilia still fatal?
1095,Is hep C an STD?
1096,Is hepatitis A a STD?
1097,Is hepatitis A is curable?
1098,Is hepatitis B very serious?
1099,Is hepatitis B virus a STD?
1100,Is hepatitis can be cured?
1101,Is hepatitis contagious?
1102,Is hepatitis very serious?
1103,Is hereditary spastic paraplegia a disability?
1104,Is hereditary spastic paraplegia a form of cerebral palsy?
1105,Is Hib a virus or bacteria?
1106,Is Hib the same as influenza B?
1107,Is hiccup good for health?
1108,Is hidradenitis suppurativa a STD?
1109,Is hoarding a mental illness?
1110,Is HS a serious disease?
1111,Is HSP a lifelong disease?
1112,Is HSP a serious illness?
1113,Is HSP and autoimmune disease?
1114,Is hydronephrosis a serious problem?
1115,Is hyperactivity a disorder?
1116,Is hyperactivity the same as ADHD?
1117,Is hyperacusis caused by anxiety?
1118,Is hypothyroidism and underactive thyroid the same?
1119,Is impetigo caused by poor hygiene?
1120,Is inflammatory bowel disease serious?
1121,Is interstitial cystitis serious?
1122,Is IPF the same as pulmonary fibrosis?
1123,Is irritability a mental illness?
1124,Is it better to have puberty early or late?
1125,Is it better to pop a blister or leave it be?
1126,Is it good for pus to come out?
1127,Is it good to cough up phlegm?
1128,Is it healthy to have stretch marks?
1129,Is it normal for a 12 year old to pee the bed?
1130,Is it normal for glands to be up?
1131,Is it normal to be confused about gender identity?
1132,Is it normal to constantly erect?
1133,Is it normal to cry a lot every day?
1134,Is it normal to have a birthmark?
1135,Is it normal to have a headache every day?
1136,Is it normal to have a weak ejaculation?
1137,Is it normal to have abnormal periods?
1138,Is it normal to have discharge everyday?
1139,Is it normal to have ectopic beats every day?
1140,Is it normal to have skin discoloration?
1141,Is it normal to have worm in your poop?
1142,Is it normal to pee every 30 minutes?
1143,Is it normal to snore every night?
1144,Is it normal to vomit with morning sickness?
1145,Is it OK to be around someone with MRSA?
1146,Is it OK to remove cradle cap?
1147,Is it true that it\'s 80 diet and 20 exercise?
1148,Is jaundice can be cured?
1149,Is jaundice very serious?
1150,Is joint hypermobility a disability?
1151,Is joint hypermobility syndrome the same as Ehlers-Danlos syndrome?
1152,Is Kawasaki disease fatal?
1153,Is kidney cancer usually curable?
1154,Is laryngeal cancer curable?
1155,Is lichen sclerosus a STD?
1156,Is lichen sclerosus cancerous?
1157,Is light sensitivity normal?
1158,Is low sex drive okay?
1159,Is Lyme disease an STD?
1160,Is Lyme disease fatal in humans?
1161,Is lymphoedema a cancer?
1162,Is malaria the deadliest disease?
1163,Is Marfan syndrome rare?
1164,Is Marfan syndrome serious?
1165,Is mastoiditis very painful?
1166,Is Meniere's disease serious?
1167,Is mesothelioma always fatal?
1168,Is mesothelioma the deadliest cancer?
1169,Is molluscum contagiosum a STD?
1170,Is molluscum contagiosum STD curable?
1171,Is molluscum super contagious?
1172,Is mood instability a mental illness?
1173,Is motor neurone disease the same as ALS?
1174,Is MS fatal multiple sclerosis?
1175,Is mucus coming out good?
1176,Is mumps contagious yes or no?
1177,Is mumps very serious?
1178,Is Munchausen syndrome a mental illness?
1179,Is muscular atrophy fatal?
1180,Is nail patella syndrome a connective tissue disorder?
1181,Is nail patella syndrome a disability?
1182,Is nappy rash a fungal infection?
1183,Is nasopharyngeal cancer curable?
1184,Is neuroblastoma cancer curable?
1185,Is NF2 a rare disease?
1186,Is NMO a terminal illness?
1187,Is NMO serious?
1188,Is non-Hodgkin\'s lymphoma cancer curable?
1189,Is numbness a serious problem?
1190,Is oesophagus cancer curable?
1191,Is oral cancer the same as mouth cancer?
1192,Is oral mouth cancer curable?
1193,Is oral thrush in adults serious?
1194,Is oral thrush in babies serious?
1195,Is oral thrush in baby painful?
1196,Is OSA life threatening?
1197,Is osteoarthritis a serious condition?
1198,Is osteoporosis and rickets the same?
1199,Is otitis externa serious?
1200,Is ovarian cancer very curable?
1201,Is PAD a serious condition?
1202,Is PAD considered heart disease?
1203,Is Paget disease of bone life threatening?
1204,Is Paget\'s disease always cancer?
1205,Is Paget\'s disease of nipple curable?
1206,Is Paget\'s disease of the breast fatal?
1207,Is PCOS and hirsutism the same?
1208,Is peeling skin a good thing?
1209,Is peeling skin serious?
1210,Is penile cancer life threatening?
1211,Is pericarditis life-threatening?
1212,Is pericarditis linked to Covid?
1213,Is peripheral neuropathy serious?
1214,Is pheochromocytoma always cancerous?
1215,Is phimosis and paraphimosis the same?
1216,Is PID always sexually transmitted?
1217,Is pityriasis rosea an STD?
1218,Is pityriasis rosea something to worry about?
1219,Is PMR an autoimmune disorder or not?
1220,Is pneumonia very serious?
1221,Is polycystic kidney disease autosomal dominant or recessive?
1222,Is polycystic kidney disease dominant or recessive?
1223,Is polycythaemia a cancer?
1224,Is polycythemia a serious illness?
1225,Is polymorphous light eruption autoimmune?
1226,Is pompholyx dyshidrotic eczema contagious?
1227,Is pre-diabetes type 2 need to eyes exam?
1228,Is prostate cancer very curable?
1229,Is prostatitis an STD?
1230,Is psoriatic arthritis worse than rheumatoid arthritis?
1231,Is PSP worse than Parkinson\'s?
1232,Is pyoderma gangrenosum an autoimmune disease?
1233,Is pyoderma gangrenosum life threatening?
1234,Is Q fever serious?
1235,Is Raynaud\'s an autoimmune disorder?
1236,Is reactive arthritis same as rheumatoid arthritis?
1237,Is reduced sense of smell a Covid symptom?
1238,Is retinoblastoma a childhood cancer?
1239,Is Rett syndrome a form of autism?
1240,Is Rett syndrome fatal?
1241,Is rosacea a serious problem?
1242,Is roseola contagious to adults?
1243,Is rubella serious in adults?
1244,Is rubella the same as measles?
1245,Is sarcoidosis a serious condition?
1246,Is sarcoidosis an autoimmune disease?
1247,Is scarlet fever really contagious?
1248,Is scleroderma a form of lupus?
1249,Is scurvy curable?
1250,Is scurvy life threatening?
1251,Is seasonal depression the same as SAD?
1252,Is short-sightedness myopia?
1253,Is sickle cell anemia a serious disease?
1254,Is silicosis a lung cancer?
1255,Is Sjogren\'s disease serious?
1256,Is sleep apnea the same as OSA?
1257,Is sleep paralysis harmful?
1258,Is slurred speech a stroke?
1259,Is slurred speech serious?
1260,Is snoring unhealthy?
1261,Is sour a smell or taste?
1262,Is squint lazy eye?
1263,Is stomach cancer usually fatal?
1264,Is sudden blurred vision an emergency?
1265,Is sudden confusion an emergency?
1266,Is synesthesia a mental disorder?
1267,Is TBE the same as Lyme disease?
1268,Is TBE treatable?
1269,Is temporal arteritis life threatening?
1270,Is testicular cancer usually fatal?
1271,Is thalassemia a serious disease?
1272,Is the movie Whiplash a true story?
1273,Is there a cure for recessive polycystic kidney disease?
1274,Is there a cure for spinal muscle atrophy?
1275,Is there a difference between broken and fractured bone?
1276,Is there a way to fix low sperm count?
1277,Is thyroid cancer typically a fatal cancer?
1278,Is thyroid cancer very curable?
1279,Is tingling normal?
1280,Is TMD a serious problem?
1281,Is TMJ and TMD the same?
1282,Is tongue-tie surgery necessary?
1283,Is tonsillitis serious?
1284,Is toxocariasis curable?
1285,Is trichotillomania an anxiety disorder?
1286,Is trichotillomania an OCD or anxiety?
1287,Is trigger finger a form of arthritis?
1288,Is tuberous sclerosis serious?
1289,Is Typhoid still around today?
1290,Is urine leakage a serious problem?
1291,Is uveitis an autoimmune disease?
1292,Is uveitis permanently curable?
1293,Is varicose eczema serious?
1294,Is vasculitis a serious disease?
1295,Is vertigo a serious thing?
1296,Is vestibular schwannoma serious?
1297,Is vomiting blood a life threatening emergency?
1298,Is von Willebrand disease the same as hemophilia?
1299,Is vulval cancer fatal?
1300,Is walking good for heel pain?
1301,Is Weil\'s disease the same as leptospirosis?
1302,Is white patches are curable?
1303,Is Whitlow finger a STD?
1304,Is worry and anxiety same?
1305,Is Zika still a concern in 2022?
1306,Should diabetics get eye exams?
1307,Should I be worried about light sensitivity?
1308,Should I be worried if I lost my sense of smell?
1309,Should I be worried if my period is irregular?
1310,Should I be worried my period is 5 days late?
1311,Should I go to the doctor if it hurts to pee?
1312,Should I worry about flat head?
1313,Should I worry about polyps in colon?
1314,Should skin tags be removed?
1315,Should you debride pyoderma gangrenosum?
1316,Should you get TBE vaccine?
1317,Should you squeeze pus out?
1318,Should you stay home with laryngitis?
1319,Should you take vitamin D if you have hyperparathyroidism?
1320,What 2 symptoms are typical of brucellosis?
1321,What a wheeze sounds like?
1322,What actually causes heart failure?
1323,What age do Tourette\'s symptoms begin?
1324,What age does Parkinsons start?
1325,What age is considered delayed puberty?
1326,What age is male menopause?
1327,What aggravates frozen shoulder?
1328,What aggravates Morton\'s neuroma?
1329,What am I if I identify as both male and female?
1330,What animal bites humans the most?
1331,What animals float in sea and stings?
1332,What are 1st signs of lung cancer?
1333,What are 2 problems related to menstruation?
1334,What are 2 symptoms of botulism?
1335,What are 2 warning signs of dehydration?
1336,What are 3 causes of erythema?
1337,What are 3 causes of hiccups?
1338,What are 3 causes of PID?
1339,What are 3 causes of weight gain?
1340,What are 3 early signs of cerebral palsy?
1341,What are 3 possible signs of difficulty breathing?
1342,What are 3 signs of a concussion?
1343,What are 3 signs of ADHD?
1344,What are 3 signs of constipation?
1345,What are 3 signs of heat exhaustion being too hot?
1346,What are 3 symptoms of a heat stroke?
1347,What are 3 symptoms of acute epiglottitis?
1348,What are 3 symptoms of chickenpox?
1349,What are 3 symptoms of clinical depression?
1350,What are 3 symptoms of genital warts?
1351,What are 3 symptoms of hyperthyroidism?
1352,What are 3 symptoms of IBS?
1353,What are 3 symptoms of meningitis?
1354,What are 3 symptoms of psoriasis?
1355,What are 3 symptoms of ringworm?
1356,What are 3 symptoms of scurvy?
1357,What are 3 symptoms of social anxiety?
1358,What are 3 symptoms of trichotillomania?
1359,What are 3 things that can cause eating disorders?
1360,What are 3 things that can cause SIDS?
1361,What are 3 treatment options for incontinence?
1362,What are 3 types of fatigue?
1363,What are 3 Types of joint disorders?
1364,What are 3 types of muscular dystrophy?
1365,What are 3 types of strokes?
1366,What are 3 warning signs of lung cancer?
1367,What are 3 warning signs of schizophrenia?
1368,What are 4 causes of female infertility?
1369,What are 4 causes of obesity?
1370,What are 4 characteristics of anorexia nervosa?
1371,What are 4 common triggers for anaphylaxis?
1372,What are 4 potential causes of dysphagia?
1373,What are 4 signs of malnutrition?
1374,What are 4 symptoms of hypoglycemia?
1375,What are 4 symptoms of Marfan syndrome?
1376,What are 4 symptoms of sleep apnea?
1377,What are 4 types of hydrocephalus?
1378,What are 4 types of moles?
1379,What are 4 types of urinary incontinence?
1380,What are 4 warning signs of a heart attack?
1381,What are 5 causes of anxiety?
1382,What are 5 causes of chest pain?
1383,What are 5 causes of tuberculosis?
1384,What are 5 characteristics of dyslexia?
1385,What are 5 common causes of muscle cramps?
1386,What are 5 common symptoms of septic shock?
1387,What are 5 disorders of ASD?
1388,What are 5 effects of lack of sleep?
1389,What are 5 effects of malnutrition?
1390,What are 5 factors that affect body image?
1391,What are 5 impulsive behaviors examples?
1392,What are 5 main causes of hunger?
1393,What are 5 of the main symptoms of OCD?
1394,What are 5 signs of an eye injury?
1395,What are 5 signs of bacterial meningitis?
1396,What are 5 signs of oral cancer?
1397,What are 5 symptoms of anemia?
1398,What are 5 symptoms of anxiety?
1399,What are 5 symptoms of muscular dystrophy?
1400,What are 5 symptoms of osteoporosis?
1401,What are 5 symptoms of rosacea?
1402,What are 5 symptoms of Tourette\'s?
1403,What are 5 warning signs of bulimia?
1404,What are 5 warning signs of testicular cancer?
1405,What are 6 causes of obesity?
1406,What are 6 common non cardiac causes of chest pain?
1407,What are 7 different joint disorders?
1408,What are 7 symptoms of ADHD?
1409,What are 8 common nail disorders?
1410,What are ADHD behaviors?
1411,What are behavioral problems in adults?
1412,What are behavioral problems in children?
1413,What are body lumps?
1414,What are characteristics of Paget\'s disease?
1415,What are dexterity issues?
1416,What are different teeth problems?
1417,What are different types of tremors?
1418,What are disturbed thoughts?
1419,What are examples of antisocial behavior?
1420,What are examples of compulsive behaviors?
1421,What are examples of confused?
1422,What are examples of developmental delays?
1423,What are examples of disorganized thoughts?
1424,What are examples of intrusive thoughts?
1425,What are examples of irregular periods?
1426,What are examples of poisoning?
1427,What are examples of problem Behaviours?
1428,What are examples of psychosis?
1429,What are examples of social phobias?
1430,What are examples of spots?
1431,What are examples of weaknesses?
1432,What are feeding difficulties in babies?
1433,What are first meningitis symptoms?
1434,What are FITS files?
1435,What are FITS socks made of?
1436,What are four common oral problems?
1437,What are four symptoms of cystitis?
1438,What are fractures?
1439,What are GORD symptoms?
1440,What are HSP symptoms?
1441,What are itch.io games?
1442,What are lactose intolerant foods?
1443,What are listeriosis symptoms?
1444,What are mental health conditions?
1445,What are muscle aches signs of?
1446,What are nightmares trying to tell you?
1447,What are obsessive thoughts examples?
1448,What are pressure sores caused by?
1449,What are pressures sores?
1450,What are signs and symptoms of a UTI in adults?
1451,What are signs of a high blood sugar?
1452,What are signs of a serious head injury?
1453,What are signs of anger issues?
1454,What are signs of gender dysphoria?
1455,What are some bad smells?
1456,What are some causes of chronic kidney disease?
1457,What are some disorders of sexual development?
1458,What are some symptoms of feeding problems?
1459,What are some walking disorders?
1460,What are swollen ankles a symptom of?
1461,What are symptoms of bladder stones?
1462,What are testicular cancer lumps like?
1463,What are the 10 early signs of dementia?
1464,What are the 10 most common childhood illnesses?
1465,What are the 10 most common illnesses?
1466,What are the 10 personality disorders?
1467,What are the 10 signs of low blood pressure?
1468,What are the 10 types of mental disorders?
1469,What are the 12 signs of breast cancer?
1470,What are the 1st signs of Hep C?
1471,What are the 1st signs of menopause?
1472,What are the 2 most common metabolic diseases?
1473,What are the 2 significant signs of psychosis?
1474,What are the 3 causes of gallstones?
1475,What are the 3 causes of infection?
1476,What are the 3 common causes of chest pain?
1477,What are the 3 components of dyspraxia?
1478,What are the 3 components of metabolic syndrome?
1479,What are the 3 early signs of preeclampsia?
1480,What are the 3 early warning signs of kidney disease?
1481,What are the 3 examples of nail disorders?
1482,What are the 3 main causes of anemia?
1483,What are the 3 main causes of atherosclerosis?
1484,What are the 3 main characteristics of ASD?
1485,What are the 3 main symptoms of ADHD?
1486,What are the 3 main types of age-related cataract?
1487,What are the 3 main types of head injury?
1488,What are the 3 major criteria of toxic shock syndrome?
1489,What are the 3 major joint disorders?
1490,What are the 3 most common causes of abdominal aneurysms?
1491,What are the 3 most common causes of botulism?
1492,What are the 3 Most common signs of breast cancer?
1493,What are the 3 phases of ARDS?
1494,What are the 3 signs and symptoms of a febrile convulsion?
1495,What are the 3 stages of AKI?
1496,What are the 3 stages of alcoholic liver disease?
1497,What are the 3 stages of atherosclerosis?
1498,What are the 3 stages of CRPS?
1499,What are the 3 stages of hypothermia?
1500,What are the 3 stages of iron deficiency?
1501,What are the 3 stages of Lyme disease?
1502,What are the 3 stages of menopause?
1503,What are the 3 stages of MND?
1504,What are the 3 stages of septic shock?
1505,What are the 3 stages of whooping cough?
1506,What are the 3 symptoms of sepsis?
1507,What are the 3 symptoms of sinusitis?
1508,What are the 3 types of abdominal pain?
1509,What are the 3 types of achalasia?
1510,What are the 3 types of anger?
1511,What are the 3 types of angina?
1512,What are the 3 types of aphasia?
1513,What are the 3 types of asthma?
1514,What are the 3 types of ataxia?
1515,What are the 3 types of broken bones?
1516,What are the 3 types of bronchiectasis?
1517,What are the 3 types of cardiomyopathy?
1518,What are the 3 types of choking?
1519,What are the 3 types of coronary heart disease?
1520,What are the 3 types of delirium?
1521,What are the 3 types of delusions?
1522,What are the 3 types of falls?
1523,What are the 3 types of hearing loss?
1524,What are the 3 types of hemochromatosis?
1525,What are the 3 types of hemophilia?
1526,What are the 3 types of hyperparathyroidism?
1527,What are the 3 types of IBS?
1528,What are the 3 types of infertility?
1529,What are the 3 types of insomnia?
1530,What are the 3 types of jaundice?
1531,What are the 3 types of lesions?
1532,What are the 3 types of migraines?
1533,What are the 3 types of osteoporosis?
1534,What are the 3 types of pain?
1535,What are the 3 types of personality disorders?
1536,What are the 3 types of poison?
1537,What are the 3 types of psychosis?
1538,What are the 3 types of rheumatoid arthritis?
1539,What are the 3 types of scars?
1540,What are the 3 types of sleep apnea?
1541,What are the 3 types of strains and sprains?
1542,What are the 3 types of the brain tumor?
1543,What are the 3 types of tics?
1544,What are the 3 types of ulcer?
1545,What are the 3 types of urinary catheters?
1546,What are the 3 types of vitiligo?
1547,What are the 3 warning signs of fainting?
1548,What are the 3 wind types?
1549,What are the 4 causes of a stroke?
1550,What are the 4 D\'s of epiglottitis?
1551,What are the 4 grades of pressure sores?
1552,What are the 4 levels of hearing loss?
1553,What are the 4 main causes of hunger?
1554,What are the 4 main symptoms of COPD?
1555,What are the 4 main symptoms of heat exhaustion?
1556,What are the 4 main symptoms of sinusitis?
1557,What are the 4 main types of dementia?
1558,What are the 4 main types of developmental disorders?
1559,What are the 4 major symptoms of sickle cell anemia?
1560,What are the 4 most common anxiety conditions?
1561,What are the 4 signs of respiratory distress?
1562,What are the 4 stages of bipolar?
1563,What are the 4 stages of cirrhosis?
1564,What are the 4 stages of dysphagia?
1565,What are the 4 stages of HIV?
1566,What are the 4 stages of hypertension?
1567,What are the 4 stages of IPF?
1568,What are the 4 stages of menopause?
1569,What are the 4 stages of PAD?
1570,What are the 4 stages of PSP?
1571,What are the 4 stages of sarcoidosis?
1572,What are the 4 stages of TB?
1573,What are the 4 symptoms of tendonitis?
1574,What are the 4 types of bone fractures?
1575,What are the 4 types of burns?
1576,What are the 4 types of color blindness?
1577,What are the 4 types of cough?
1579,What are the 4 types of delusions?
1580,What are the 4 types of epilepsy?
1581,What are the 4 types of eye injuries?
1582,What are the 4 types of headaches?
1583,What are the 4 types of hearing loss?
1584,What are the 4 types of incontinence?
1585,What are the 4 types of infections?
1586,What are the 4 types of lactose intolerance?
1587,What are the 4 types of learning disabilities?
1588,What are the 4 types of lupus?
1589,What are the 4 types of malnutrition?
1590,What are the 4 types of palliative care?
1591,What are the 4 types of reading difficulties?
1592,What are the 4 types of seizures?
1593,What are the 4 types of sprains?
1594,What are the 4 types of strokes?
1595,What are the 4 types of swelling?
1596,What are the 4 types of thalassemia?
1597,What are the 4 types of ulcers?
1598,What are the 5 categories of mental health conditions?
1599,What are the 5 common nail problems?
1600,What are the 5 communication disorders?
1601,What are the 5 developmental disabilities?
1602,What are the 5 hallucinations?
1603,What are the 5 main allergies?
1604,What are the 5 main symptoms of Zika?
1605,What are the 5 main types of congenital heart disease?
1606,What are the 5 major criteria in diagnosing rheumatic fever?
1607,What are the 5 mood disorders?
1608,What are the 5 most common causes of appendicitis?
1609,What are the 5 most common childhood diseases?
1610,What are the 5 most common dental problems?
1611,What are the 5 most common sport injuries?
1612,What are the 5 most common symptoms of kidney stones?
1613,What are the 5 priorities of end-of-life care?
1614,What are the 5 signs of compartment syndrome?
1615,What are the 5 signs of food poisoning?
1616,What are the 5 signs of PTSD?
1617,What are the 5 steps if someone is choking?
1618,What are the 5 symptoms of anaphylaxis?
1619,What are the 5 symptoms of dehydration?
1620,What are the 5 symptoms of Ebola?
1621,What are the 5 symptoms of high blood pressure?
1622,What are the 5 symptoms of liver disease?
1623,What are the 5 types of discharge?
1624,What are the 5 types of learning disabilities?
1625,What are the 5 types of paralysis?
1626,What are the 5 types of rashes?
1627,What are the 5 types of speech sound disorders?
1628,What are the 5 types of temperature?
1629,What are the 5 warning signs of breast cancer?
1630,What are the 5 warning signs of cervical cancer?
1631,What are the 5 warning signs of melanoma?
1632,What are the 5 warning signs of prostate cancer?
1633,What are the 6 cardinal signs of compartment syndrome?
1634,What are the 6 common behavioral disorder?
1635,What are the 6 common nail diseases?
1636,What are the 6 signs of anorexia nervosa?
1637,What are the 6 signs of hypoglycemia?
1638,What are the 6 types of dysarthria?
1639,What are the 7 allergy symptoms?
1640,What are the 7 barriers to communication?
1641,What are the 7 common athletic injuries?
1642,What are the 7 different skin lesions?
1643,What are the 7 major mental disorders?
1644,What are the 7 most common cancers?
1645,What are the 7 signs of fibromyalgia?
1646,What are the 7 symptoms of a heart attack?
1647,What are the 7 types of color blindness?
1648,What are the 7 types of headaches?
1649,What are the 9 signs and symptoms of high blood sugar?
1650,What are the 9 symptoms of ADHD?
1651,What are the 9 symptoms of OCD?
1652,What are the 9 types of injuries?
1653,What are the biggest factors of postnatal depression?
1654,What are the causes of communication difficulties?
1655,What are the causes of jaundice in a newborn?
1656,What are the causes of skin rashes in babies?
1657,What are the chances of getting silicosis?
1658,What are the chances of surviving a malignant brain tumor?
1659,What are the common oral and dental problems?
1660,What are the common problems of each development?
1661,What are the common reading difficulties?
1662,What are the congenital heart diseases?
1663,What are the different types of birthmarks?
1664,What are the different types of lumps?
1665,What are the early signs of pancreas problems?
1666,What are the early signs of sepsis?
1667,What are the early signs of spinal muscular atrophy?
1668,What are the early warning signs of a pulmonary embolism?
1669,What are the early warning signs of Crohn\'s disease?
1670,What are the early warning signs of osteoporosis?
1671,What are the effects of communication difficulties?
1672,What are the effects of Rh disease?
1673,What are the first signs of a frozen shoulder?
1674,What are the first signs of a seizure?
1675,What are the first signs of anaphylactic shock?
1676,What are the first signs of arthritis in your hands?
