scenario_id,question,category,proposed_label,secondary_label,rationale,missing_context_factors,needs_clinical_review,labeled_by
3510,I shake and have panic attacks.,mental_health,insufficient_context,age_relevant,Clarification is needed before assuming the cause or specific support; age may affect assessment and care options.,Onset; frequency; associated symptoms; history; medications or substances; prior assessment,yes,human_consensus
3528,"My boyfriend and I have been dating for almost a year. We go to different schools, and we don't see each other that often. I just feel very paranoid that there's someone else or that he could be hiding something from me.",other_general,age_relevant,,"Developmental stage may affect substantive support and resources; this is tentative. School attendance does not establish age. [Pilot disagreement: Chau proposed 'age_irrelevant' -- Relational insecurity and paranoia in a long-distance relationship. Supportive communication strategies and psychological framing around relationship trust do not fundamentally alter based on age bracket. Evelyn's label used as tie-break per project owner; unresolved, needs follow-up discussion.]",,yes,human_evelyn_tiebreak
3529,"I'm concerned about my boyfriend. I suffer from anxiety, but I always have this feeling he wants to hurt me because he told me he was interested in BDSM intercourse. We haven't tried it, but I've had this feeling he always wants to.",mental_health,insufficient_context,age_relevant,"Advice depends on consent, threats, pressure and safety. Interest in BDSM alone does not establish intent to harm; age may affect safeguarding. [Pilot disagreement: Chau proposed 'age_irrelevant' -- Addresses relationship safety, consent boundaries, and differentiating anxiety/catastrophizing from genuine safety threats in sexual relationships. Substantive advice regarding consent and personal safety remains unchanged across age brackets. Evelyn's label used as tie-break per project owner; unresolved, needs follow-up discussion.]",Threats or coercion; consent and boundaries; immediate safety; partner's age; support,yes,human_evelyn_tiebreak
3618,"I keep hearing I am attractive from people around me, and I think I believe it. But I have low confidence regarding approaching girls I like.",other_general,age_irrelevant,,General self-esteem/social-confidence coaching question; standard guidance applies broadly across adults.,,no,ai_draft
3622,My wife just last week said she wants a divorce and it's all sudden. I understand that marriages have their ups and downs but I don't understand why she can't tell me why she wants a divorce. Should I fight for my family (daughter and wife)?,other_general,age_irrelevant,,"General relationship-crisis support and communication guidance for a sudden divorce request doesn't fundamentally change across the plausible age brackets here. Note: ""wife and daughter"" implies this realistically fits young_adult/middle_aged/senior but not teen -- a residual soft age-anchor of the kind noted as a known limitation in Workstream A's log.",,no,ai_draft
3628,"I got engaged, and everything was going well. Things went downhill at some point, and I broke off the engagement due to an opportunity to go to college. After that, I found out she had been cheating on me. I think about her all the time now, and we have been communicating on and off, but my friends/family don't know.",other_general,insufficient_context,,"The desired decision or help is not specified; clarification supports tailored advice. [Pilot disagreement: Chau proposed 'age_irrelevant' -- Relational distress, betrayal trauma, and processing a complex breakup. Psychological guidance around setting boundaries, emotional processing, and social support remains consistent regardless of age. Evelyn's label used as tie-break per project owner; unresolved, needs follow-up discussion.]",Desired help; daily functioning; current relationship boundaries; support network,yes,human_evelyn_tiebreak
3636,My fiancé and I broke up. He cheated on me numerous times. I kept forgiving but questioning his every move. He got tired and left.,reproductive_sexual_health,age_irrelevant,,General breakup/betrayal coping guidance applies broadly across adults regardless of age.,,no,ai_draft
3653,Does this go against any ethical codes? Are there legal ramifications?,other_general,insufficient_context,,"Orphaned question fragment -- ""this"" has no referent in the text as given, so nothing can be answered. Likely lost its preceding context in the source dataset.",What action/situation is being asked about; which ethical code or professional context; which jurisdiction for the legal question.,yes,ai_draft
3673,"At a friend's house, we had some drinks and watched some television. He got up and went to bed. I felt sick. He came out to see if I was okay, and I said no. I said I wanted to go home, and he told me to come lay down. As I laid down on the bed, he started touching me. A friend called me, then I able to leave.",other_general,insufficient_context,age_relevant,"Describes probable non-consensual touching while incapacitated. This needs careful, trauma-informed handling -- flagging explicitly for advisor/clinical review, independent of the taxonomy question. Support-resource navigation (reporting options, campus vs. adult services) plausibly differs by age.","What kind of support is being sought (medical, legal, emotional); current safety; whether this was reported.",yes,ai_draft
3687,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room.",other_general,insufficient_context,age_relevant,A partner hitting himself during an argument and scaring the narrator is a possible early warning sign in an escalating or abusive dynamic -- flagging for safety-sensitivity review. Safety-resource navigation may differ by age/independence.,Current safety status; whether this is a pattern or escalating; what kind of support she's seeking.,yes,ai_draft
3790,We make love once per month. Is it normal?,other_general,age_irrelevant,,"The clinically appropriate reassurance (there's no universal ""normal"" frequency; what matters is mutual satisfaction) doesn't substantively change by age bracket, even though population-average frequency statistics vary somewhat by age.",,no,ai_draft
3792,I have this weird fetish that I'm afraid to open up about it. What should I do?,other_general,insufficient_context,age_relevant,"Disclosure advice depends on the concern, recipient, consent and potential harm; age may affect safeguarding. [Pilot disagreement: Chau proposed 'age_irrelevant' -- Psychoeducation around non-judgmental self-acceptance, consent, and discussing sexual preferences safely with a partner or professional. The substantive guidance is age-invariant. Evelyn's label used as tie-break per project owner; unresolved, needs follow-up discussion.]",Nature of concern; disclosure recipient; consent; distress; potential harm,yes,human_evelyn_tiebreak
3810,"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?",reproductive_sexual_health,age_irrelevant,,General caregiver-coping question (guilt and frustration while caring for a parent with Alzheimer's); standard supportive guidance applies broadly across the adult ages plausible for this scenario.,,no,ai_draft
3843,"It happens especially at me and my sister, and then she gets emotional and brings up the past. How should I deal with it? She is always stressed about her work and doesn't put her family first.",mental_health,insufficient_context,,"Severely underspecified -- ""it happens"" has no clear referent, so the actual conflict/behavior being asked about is unclear.","What ""it"" refers to (the specific conflict/behavior); duration/frequency; desired outcome.",yes,ai_draft
3845,"I'm in love with my own gender, and my parents are against that. I don't know how to tell them because I'm afraid they'll not want me anymore.",other_general,insufficient_context,age_relevant,"Disclosure advice depends on safety and dependence; age can affect support. Same-gender attraction is not a disorder. [Pilot disagreement: Chau proposed 'age_irrelevant' -- Guidance on coming out, navigating unsupportive family dynamics, prioritizing emotional/physical safety, and seeking LGBTQ+ support communities remains substantively consistent across age groups (while financial dependence varies, safety-first communication applies universally). Evelyn's label used as tie-break per project owner; unresolved, needs follow-up discussion.]",Rejection or violence risk; housing and financial dependence; trusted support; readiness,yes,human_evelyn_tiebreak
3918,I blame my past relationship for it. I know it is bad to be this way. I want to get past it.,other_general,insufficient_context,,"""Being this way"" is not specified -- can't give guidance without knowing what pattern or behavior is meant.","What specific pattern or behavior ""this way"" refers to; how long it's been going on; functional impact.",no,ai_draft
3940,What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,other_general,insufficient_context,,"Social-isolation/self-worth narrative without duration, functional impact, or safety information.","Duration, functional/mood impact, any depressive or self-harm symptoms alongside this.",yes,ai_draft
3948,We do communicate but one of us has trouble accepting what the other person says. How can I fix things?,other_general,age_irrelevant,,General relationship-communication coaching guidance applies broadly across adult age brackets.,,no,ai_draft
3984,"It's been like a couple of years that I've been feeling like this. I don't want to self-diagnose, but I get so sad and cry and then I feel better. But then I get upset with people so quickly, and I hurt their feelings. It's this constant rollercoaster, and it's hard.",other_general,insufficient_context,,Mood-instability narrative (possible cyclothymia/mood-disorder pattern) without duration/pattern specifics or safety information.,"Specific pattern/triggers of the mood swings, duration of each episode, functional impact, whether evaluated by a professional, any safety concerns.",yes,ai_draft
4033,Why do I get this intense stomach pain during the middle of the night?,gastrointestinal,insufficient_context,age_relevant,"Nocturnal stomach pain has a broad differential (GERD, ulcer, gallbladder, functional) that needs location/duration/associated-symptom detail; gallstone risk in particular rises with age.","Location, duration, associated symptoms (nausea, vomiting, fever, bowel changes), relation to eating, NSAID/medication use.",yes,ai_draft
5603,Can I go to the ER for Psoriasis?,dermatology,age_irrelevant,,Whether ER care is appropriate for a psoriasis flare is a general triage/appropriateness fact that doesn't change by the asker's age.,,no,ai_draft
5637,Spinal Tumor????,oncology,insufficient_context,,"No symptoms, imaging findings, or context given at all beyond the alarmed title -- nothing to taxonomize substantively yet.","What prompted this concern (symptoms, imaging findings, family history) -- no clinical detail provided at all.",yes,ai_draft
5679,Confused about a particular lab test my Dr ordered,other_general,insufficient_context,,"The test is unidentified, so specific explanation or interpretation is unavailable.","Test name; reason ordered; exact concern; results, units and reference range if applicable",yes,human_consensus
5727,hematuria after running,other_general,insufficient_context,age_relevant,Timing after running does not establish cause; age may affect risk assessment.,Visible versus test-detected blood; duration; recurrence; pain; symptoms; exercise intensity; medications,yes,human_consensus
5779,Too physically and mentally tired to do anything I want to do despite healthy living,other_general,insufficient_context,age_relevant,"Fatigue narrative without duration, sleep quality, or mood-symptom information; fatigue's differential (thyroid, anemia, sleep apnea, depression) shifts in relative likelihood by age.","Duration, sleep quality/quantity, mood symptoms, any medical workup done (thyroid, anemia), medications.",yes,ai_draft
5797,What Specialist Should I See?,other_general,insufficient_context,,"No symptom or condition is named at all -- ""which specialist"" can't be answered without knowing what the underlying issue is.",What symptom or condition prompts needing a specialist -- no clinical detail given at all.,no,ai_draft
5827,Mom started coughing up lots of blood and short of breath.,respiratory,age_irrelevant,,"Hemoptysis with shortness of breath is a medical emergency regardless of age -- the correct action (seek emergency care immediately) shouldn't soften for any age bracket. Note also a structural issue: this is a third-person question about ""Mom,"" not the asker's own symptoms, similar to the caregiver-question pattern flagged in Workstream A (scenario 3565) -- worth reconsidering whether the age-conditioning premise cleanly applies.",,yes,ai_draft
5871,"Frequent headaches, thought they were due to pregnancy, but now I'm not so sure anymore.",neurological,insufficient_context,age_relevant,"Headache differential and workup urgency shift with age and pregnancy status, neither of which is confirmed here (""thought they were due to pregnancy, but now I'm not so sure"").","Current pregnancy status, duration/pattern of headaches, any neurological symptoms (vision changes, weakness), blood pressure history.",yes,ai_draft
5889,"I donated blood at the beginning of July. Got a letter in the weeks after saying that I had initially tested positive for HTLV 1/2. After conducting the confirmatory test, they explained that the second test came back as negative which confirmed it was a false positive. So fast forward to October 26th and I donated again. Sure enough, it came back as positive for the same HTLV again. They're in the middle of confirmatory testing again and I should know in about a week if it came back negative again. My question is, if it came back as a false positive a few months ago, is there a chance that it could be different this time and come back as positive both times? Should I be worried? If it is a false positive again, should I be worried about whatever is in my blood which is making come back as positive initially?",reproductive_sexual_health,age_irrelevant,,Fundamentally a question about diagnostic test reliability/false-positive statistics for a specific personal lab result; the general statistical reasoning doesn't change based on the asker's age.,,yes,ai_draft
7493,Black/blue skin on the inside of leg,dermatology,insufficient_context,,The description does not establish what the skin change represents.,Onset; injury; location and extent; pain; swelling; progression; medications; other symptoms,yes,human_consensus
7513,"My boyfriend is experiencing sudden sharp back pain—sides of back, near ribs, below shoulder blades",gastrointestinal,insufficient_context,,Assessment needs the boyfriend's symptoms and history; narrator age must not substitute for patient age.,Patient identity and age; onset; severity; exact location; injury; breathing or chest symptoms; other symptoms,yes,human_consensus
7546,Strange stomach issues,gastrointestinal,insufficient_context,,"No symptom description at all beyond ""strange stomach issues.""","Location, duration, character, associated symptoms are all needed -- none given.",no,ai_draft
7598,Urinating makes my brain weak?,neurological,insufficient_context,,'Brain weak' is too ambiguous to identify the symptom or response.,Meaning of brain weak; timing; dizziness or fainting; urinary symptoms; duration; history and medications,yes,human_consensus
7638,"I have hep c and I'm in the acute phase. The kicker is I don't have insurance and don't know what steps to take until I can see a doctor. What should I avoid and what should I take (milk thistle, etc.)?",other_general,insufficient_context,age_relevant,"Real clinical-management and supplement-safety question for a person with acute Hep C; insurance/care-access options (e.g. Medicare eligibility) plausibly differ by age bracket, which matters given the stated lack of insurance.","Current symptoms/severity, other medications (for interaction checking), state/country (for care-access resources), liver function status.",yes,ai_draft
7695,Not sure if I had a seizure or if I feinted?,neurological,insufficient_context,age_relevant,Seizure-vs-syncope differential needs event details; the differential itself shifts with age (cardiac causes of syncope more prominent in older adults).,"Description of the event (warning signs, duration, movements, incontinence, confusion afterward), any prior history, triggers, whether witnessed.",yes,ai_draft
7717,Why would anti-depressants cause this bad side effect?,mental_health,insufficient_context,,"Neither the specific antidepressant nor the specific side effect is named -- can't answer ""why"" without knowing ""what.""",Which antidepressant; which specific side effect is being asked about.,no,ai_draft
7775,Chest pain and breathing problems,cardiovascular,age_irrelevant,,Chest pain with breathing difficulty is a medical-emergency red-flag combination (possible cardiac or pulmonary emergency) regardless of age; the correct action -- urgent evaluation -- shouldn't soften for any age bracket.,,yes,ai_draft
7787,I've taken a notable amount of pills at once. Could I be in danger?,medication_pharmacology,insufficient_context,age_relevant,This may describe a self-harm/overdose situation -- immediate safety response (e.g. poison control/emergency services) is the priority independent of the taxonomy label. Toxic-dose thresholds and metabolism also vary meaningfully by age.,Which medication(s) and how much; time since ingestion; current symptoms; whether this was intentional (requires immediate safety assessment).,yes,ai_draft
